gender,senior,partner,deps,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,labels,tenure_map
0,0,0,0,43,1,1,1,1,1,1,1,1,1,2,0,1,115.05,0,3.0
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,0,0.0
1,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,2,80.6,1,0.0
1,0,1,1,51,1,1,1,1,1,0,1,1,1,1,0,1,110.05,0,4.0
1,0,0,0,71,1,0,2,0,0,0,0,0,0,2,1,1,19.9,0,5.0
0,0,1,1,38,1,0,0,1,1,0,1,1,1,1,0,1,80.3,1,3.0
1,1,1,0,24,1,0,1,0,0,1,0,1,1,0,1,2,93.15,1,1.0
1,0,1,0,35,1,1,1,0,0,0,1,1,0,0,1,1,91.5,0,2.0
0,1,0,0,54,1,1,0,1,1,0,1,1,1,1,0,0,82.45,1,4.0
0,0,1,1,72,0,0,0,0,1,1,1,1,1,2,1,2,60.0,0,5.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,0,0.0
0,0,1,1,9,1,0,0,1,0,0,0,0,0,1,0,3,48.6,0,0.0
1,0,0,0,69,0,0,0,1,1,0,1,1,1,2,1,0,60.05,0,5.0
0,0,1,0,52,1,1,1,0,1,0,1,1,1,0,1,1,102.7,0,4.0
0,1,1,0,11,1,0,1,0,0,0,1,1,0,0,1,2,82.9,0,0.0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,1,0.0
0,1,1,1,28,0,0,0,0,0,0,0,1,0,0,1,2,35.9,0,2.0
0,1,0,0,17,1,1,1,0,0,1,0,0,0,0,1,1,82.65,0,1.0
0,0,1,1,35,1,0,2,0,0,0,0,0,0,2,1,3,19.85,0,2.0
0,0,0,0,8,1,0,2,0,0,0,0,0,0,1,1,3,19.2,0,0.0
1,0,0,0,46,1,1,1,0,1,1,0,1,0,1,1,1,94.9,0,3.0
0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,1,2,73.85,1,0.0
0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,3,80.6,1,0.0
1,0,1,1,68,1,1,0,0,1,1,1,0,1,1,1,0,75.8,1,5.0
0,0,0,0,43,1,1,1,0,1,1,0,1,1,2,1,2,104.6,1,3.0
0,0,0,0,68,1,1,0,1,1,1,1,1,1,2,1,2,88.15,0,5.0
0,0,0,0,36,1,0,1,0,1,0,0,1,1,0,1,1,94.8,0,2.0
1,0,1,0,63,1,1,1,0,1,1,0,1,1,0,1,2,103.4,1,5.0
0,1,0,0,32,1,0,0,0,1,0,1,0,0,0,0,0,54.65,0,2.0
0,0,1,0,71,1,1,0,1,1,1,1,1,1,2,0,1,85.75,0,5.0
0,0,1,1,66,1,1,0,1,1,1,0,0,0,0,1,0,67.45,0,5.0
1,0,0,0,63,1,0,2,0,0,0,0,0,0,1,0,3,20.5,0,5.0
0,0,0,1,41,1,0,2,0,0,0,0,0,0,1,1,1,20.25,0,3.0
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,72.1,0,0.0
0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,2,90.4,1,0.0
0,0,1,0,70,1,0,2,0,0,0,0,0,0,2,0,0,19.45,0,5.0
0,0,0,0,23,0,0,0,0,0,0,0,1,1,0,1,2,44.95,0,1.0
0,1,1,0,64,1,0,1,1,1,1,0,0,1,1,0,0,97.0,0,5.0
1,0,1,1,37,1,1,0,1,0,1,1,0,0,2,1,1,62.8,0,3.0
1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6,0,1.0
0,1,0,0,7,1,0,1,0,0,0,0,1,1,0,1,2,89.15,0,0.0
1,0,1,1,4,1,1,1,0,1,1,0,0,0,0,1,0,84.8,1,0.0
0,1,0,0,21,0,0,0,1,0,0,0,1,0,0,1,2,41.9,1,1.0
0,0,0,0,10,1,0,1,0,0,0,0,0,1,0,1,0,80.25,1,0.0
0,1,0,0,16,1,1,0,1,0,0,0,0,0,0,1,2,54.1,0,1.0
1,0,1,0,64,1,1,1,0,1,0,1,1,1,2,1,2,105.25,0,5.0
1,1,1,0,27,0,0,0,1,0,0,0,0,0,0,0,1,30.75,1,2.0
1,0,1,1,42,1,1,1,1,0,0,0,1,1,1,0,2,97.1,0,3.0
1,0,0,1,5,1,0,2,0,0,0,0,0,0,0,0,3,20.2,0,0.0
0,0,0,0,41,1,0,1,0,1,0,1,1,1,2,1,0,98.8,0,3.0
1,0,1,0,58,1,0,0,0,0,1,0,0,0,1,0,1,50.3,0,4.0
0,0,0,0,47,1,0,2,0,0,0,0,0,0,2,1,3,20.55,0,3.0
1,0,0,0,18,1,0,1,0,0,0,1,0,0,0,1,0,75.9,0,1.0
1,0,0,0,5,1,0,1,0,0,1,0,1,1,0,0,0,96.5,1,0.0
1,0,1,0,23,1,0,0,1,0,0,0,0,1,0,1,0,59.95,0,1.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.15,0,0.0
1,0,1,0,71,1,1,1,0,0,1,0,1,1,1,1,1,98.65,0,5.0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,112.6,0,5.0
1,0,1,1,33,1,0,2,0,0,0,0,0,0,1,0,3,20.6,0,2.0
1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,2,85.65,1,0.0
1,0,0,1,24,0,0,0,1,0,0,1,0,0,2,0,3,35.75,0,1.0
0,0,1,1,56,1,1,1,0,1,1,1,0,1,1,1,1,99.75,0,4.0
1,0,0,0,37,1,0,1,0,1,0,0,1,1,0,1,1,96.1,0,3.0
0,0,0,0,43,1,1,0,0,1,1,1,1,1,1,0,1,85.1,0,3.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,25.35,0,0.0
0,0,1,0,25,1,1,1,0,0,1,1,1,1,0,1,0,104.95,1,2.0
0,0,0,0,61,1,1,0,1,1,1,1,1,1,2,0,2,89.65,0,5.0
1,0,0,0,17,1,1,1,0,0,1,1,0,0,1,0,2,86.75,0,1.0
0,0,1,0,41,1,0,1,0,1,1,1,0,0,1,1,0,86.2,0,3.0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,50.65,1,0.0
1,1,1,1,72,0,0,0,1,1,1,1,1,1,2,1,0,64.8,0,5.0
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,90.85,1,0.0
1,0,0,0,48,1,1,1,0,1,1,0,1,1,2,1,0,108.1,0,3.0
1,1,1,0,11,1,0,2,0,0,0,0,0,0,0,0,3,19.95,1,0.0
0,1,1,0,55,1,1,1,0,1,1,0,0,0,0,1,2,85.45,1,4.0
0,0,0,0,42,0,0,0,1,1,1,1,0,1,1,1,2,54.75,0,3.0
1,0,0,0,44,1,1,1,0,0,1,0,0,1,0,1,3,90.4,0,3.0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,0,0.0
0,0,0,0,27,1,1,1,0,0,0,0,1,1,0,1,0,95.6,0,2.0
1,1,1,0,27,1,1,0,0,1,1,1,1,1,0,1,0,84.8,0,2.0
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,0,0.0
0,0,0,0,19,1,0,2,0,0,0,0,0,0,0,0,3,19.9,0,1.0
0,1,1,0,42,1,1,1,0,0,0,0,1,1,0,1,2,95.05,0,3.0
0,0,0,0,66,1,1,0,1,1,1,1,1,1,2,1,1,90.05,0,5.0
1,1,1,0,33,1,1,1,1,0,1,1,1,1,0,1,0,109.9,0,2.0
0,0,0,0,34,1,0,1,0,1,0,0,0,0,0,1,1,73.95,1,2.0
1,1,0,0,33,0,0,0,0,0,1,1,1,1,0,1,2,54.6,0,2.0
0,0,1,1,23,1,0,2,0,0,0,0,0,0,1,0,3,20.05,0,1.0
0,0,0,0,32,1,0,2,0,0,0,0,0,0,1,0,0,19.75,0,2.0
0,0,0,0,11,1,0,2,0,0,0,0,0,0,1,0,1,20.05,0,0.0
1,0,1,1,69,1,1,1,0,0,1,0,1,1,0,1,1,99.45,1,5.0
0,0,1,0,68,1,0,0,1,0,0,1,0,0,1,0,0,55.9,0,5.0
1,0,0,0,20,1,0,2,0,0,0,0,0,0,2,1,3,19.7,0,1.0
1,0,0,0,72,1,0,2,0,0,0,0,0,0,2,1,1,19.8,0,5.0
1,0,1,1,60,1,1,1,1,0,1,0,1,0,1,1,0,95.4,0,4.0
1,1,1,1,32,1,0,1,0,1,0,0,1,1,0,1,3,93.95,0,2.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,19.9,1,0.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,19.6,1,0.0
1,1,0,0,3,1,1,1,0,1,0,0,0,0,0,1,2,81.35,1,0.0
0,0,1,0,46,1,1,2,0,0,0,0,0,0,1,1,0,24.45,0,3.0
0,0,1,0,29,1,1,1,0,0,0,0,0,0,0,1,2,74.95,0,2.0
1,0,0,0,51,1,1,1,0,1,1,1,0,0,0,1,2,87.35,0,4.0
0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,1,0,70.65,0,3.0
0,0,1,1,16,1,0,1,0,1,0,0,0,0,0,0,0,73.25,0,1.0
1,0,1,0,70,1,1,1,0,1,1,1,0,1,2,1,0,98.7,0,5.0
0,0,1,1,40,1,1,2,0,0,0,0,0,0,2,1,3,24.8,0,3.0
0,0,1,1,22,1,0,1,0,1,0,0,0,1,0,0,2,83.3,1,1.0
0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,75.3,1,0.0
0,0,1,1,5,1,1,2,0,0,0,0,0,0,0,1,3,24.3,0,0.0
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,0,0.0
1,0,0,1,29,1,1,1,0,1,1,1,0,1,1,0,1,100.55,0,2.0
1,0,1,1,44,1,1,2,0,0,0,0,0,0,1,0,3,25.7,0,3.0
0,0,0,0,10,0,0,0,1,1,1,0,0,0,0,0,0,40.7,0,0.0
0,1,1,0,55,1,1,0,0,0,0,0,0,0,0,0,0,51.65,0,4.0
1,1,1,0,52,1,1,1,0,1,1,0,1,1,1,1,0,105.1,0,4.0
0,0,1,1,10,1,1,1,0,0,0,0,0,1,0,0,2,85.95,0,0.0
1,0,0,0,18,1,1,1,0,0,0,0,0,0,0,1,0,75.6,0,1.0
0,0,1,0,68,1,1,0,1,0,0,1,0,0,1,0,0,58.25,0,5.0
0,0,1,1,61,1,0,2,0,0,0,0,0,0,0,1,3,19.4,1,5.0
0,0,1,1,72,0,0,0,1,1,1,1,1,1,2,1,1,65.2,0,5.0
1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,2,53.45,0,0.0
1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,1,0.0
1,0,1,0,41,1,0,2,0,0,0,0,0,0,2,1,2,19.75,0,3.0
0,0,0,0,26,0,0,0,0,0,1,1,1,0,0,1,1,44.45,0,2.0
1,0,1,0,36,1,0,2,0,0,0,0,0,0,1,0,0,20.85,0,2.0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,114.05,0,5.0
1,0,1,0,35,1,1,1,0,0,0,1,0,1,0,1,0,89.85,0,2.0
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,55.05,0,0.0
0,0,1,1,16,1,1,1,1,0,1,1,1,1,0,1,2,112.95,0,1.0
0,1,0,0,49,1,1,1,1,0,0,0,1,1,0,0,1,101.55,0,4.0
0,0,1,0,54,1,1,1,1,1,1,1,1,1,1,1,3,114.65,0,4.0
0,0,0,1,18,1,1,0,1,0,0,0,0,1,0,0,2,64.8,0,1.0
0,0,1,0,36,1,0,1,0,0,0,0,0,1,0,0,2,80.4,0,2.0
0,0,0,0,60,1,1,1,0,1,1,0,1,1,0,1,2,105.9,1,4.0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,1,0.0
0,0,1,1,52,1,1,2,0,0,0,0,0,0,2,1,0,25.05,0,4.0
1,0,1,1,8,1,0,1,0,0,1,0,1,1,0,1,2,94.75,0,0.0
1,0,1,1,72,1,0,1,1,1,0,1,1,1,2,0,0,105.5,0,5.0
0,0,0,0,64,1,1,2,0,0,0,0,0,0,1,0,3,24.7,0,5.0
0,1,0,0,22,1,0,0,1,0,1,1,0,1,0,1,3,69.75,0,1.0
1,0,1,0,60,0,0,0,0,1,1,1,1,1,0,1,0,60.2,0,4.0
0,0,1,1,28,1,0,1,0,0,0,0,0,1,0,1,2,81.05,1,2.0
0,0,1,0,61,1,1,2,0,0,0,0,0,0,2,0,3,24.4,0,5.0
0,0,0,0,24,1,1,1,0,1,1,0,1,1,0,1,2,104.15,0,1.0
1,0,1,1,28,1,0,1,0,1,1,1,1,0,1,0,0,92.9,0,2.0
0,0,1,1,30,1,0,0,0,1,1,1,1,1,2,0,0,80.8,0,2.0
1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,3,20.0,0,0.0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,75.1,0,0.0
1,0,0,1,6,1,0,2,0,0,0,0,0,0,0,0,3,19.65,0,0.0
0,0,1,0,24,1,0,0,0,1,0,0,1,1,0,1,0,69.45,0,1.0
1,0,1,1,4,1,1,1,0,0,1,0,1,1,0,0,2,101.15,1,0.0
1,0,0,0,7,1,1,1,0,1,0,0,1,1,0,1,2,99.8,1,0.0
1,1,1,0,72,1,1,1,1,1,1,1,1,1,2,1,0,116.05,0,5.0
1,0,0,0,70,0,0,0,0,0,0,1,0,1,2,1,3,40.05,0,5.0
1,1,1,0,64,1,1,1,0,0,1,1,1,1,2,0,2,102.1,0,5.0
1,0,1,1,72,1,1,1,0,1,0,0,1,0,1,1,2,89.7,0,5.0
0,0,0,1,44,1,0,2,0,0,0,0,0,0,2,0,3,19.9,0,3.0
0,0,1,1,13,1,0,0,0,0,0,0,0,1,0,0,2,55.95,1,1.0
0,1,0,0,17,1,0,2,0,0,0,0,0,0,1,0,3,20.65,0,1.0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,55.0,1,0.0
1,0,1,0,9,1,0,0,0,0,1,0,1,1,0,1,3,70.05,0,0.0
1,0,1,0,24,1,0,0,1,0,0,1,0,0,0,0,3,53.6,0,1.0
0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,74.7,1,0.0
1,0,0,0,24,1,1,1,0,1,0,0,0,0,0,1,2,80.25,1,1.0
1,1,1,1,35,1,0,0,0,1,0,1,1,1,0,1,2,76.05,0,2.0
0,0,1,1,7,1,0,0,1,1,1,1,1,0,0,1,2,75.7,0,0.0
1,0,0,0,5,1,0,1,0,0,0,1,1,1,0,1,2,96.1,1,0.0
0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,1,1.0
1,0,1,1,11,1,0,2,0,0,0,0,0,0,2,0,3,19.65,0,0.0
0,0,1,0,48,0,0,0,1,0,1,0,0,1,0,1,0,45.3,1,3.0
0,1,0,0,20,1,0,1,0,0,0,0,0,1,0,1,2,81.45,0,1.0
0,0,1,0,72,1,1,1,0,1,1,1,1,1,1,1,0,108.5,0,5.0
0,0,1,1,8,1,0,1,0,1,0,0,1,0,0,1,2,83.55,1,0.0
1,0,1,1,72,1,1,1,0,0,0,0,0,1,2,1,1,84.5,0,5.0
0,0,0,0,15,1,1,1,0,1,0,0,1,1,0,1,2,100.15,0,1.0
1,0,0,0,72,1,1,0,0,1,1,1,1,1,2,1,0,88.6,0,5.0
0,0,1,1,0,0,0,0,1,0,1,1,1,0,2,1,0,52.55,0,
1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,74.35,1,0.0
1,0,1,1,63,1,1,1,0,1,1,0,1,1,2,1,0,104.8,0,5.0
0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,2,59.0,0,0.0
0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,1,2,74.4,1,0.0
1,1,1,0,61,1,1,0,0,1,0,0,0,1,1,0,0,64.05,0,5.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.4,0,0.0
1,0,0,0,22,0,0,0,0,1,1,0,0,1,1,1,0,43.75,1,1.0
1,0,1,0,28,1,0,0,1,1,0,1,0,0,0,0,3,60.9,0,2.0
0,0,1,0,70,1,0,2,0,0,0,0,0,0,2,0,0,19.8,0,5.0
0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,28.45,1,0.0
0,0,0,0,12,1,1,1,1,1,1,0,0,1,0,1,0,99.7,1,0.0
1,0,0,0,34,1,1,1,1,1,1,1,1,1,1,0,1,116.25,0,2.0
0,1,1,0,71,1,1,1,1,0,0,0,0,0,2,1,1,80.7,0,5.0
0,0,1,1,70,1,1,0,1,0,0,0,0,1,1,0,0,65.2,0,5.0
0,0,1,1,52,1,0,1,1,0,1,1,0,0,0,1,0,84.05,0,4.0
1,0,0,1,69,1,1,0,1,1,1,1,1,0,2,1,1,79.45,0,5.0
0,1,0,0,20,1,1,1,0,1,1,0,0,1,0,1,2,94.1,1,1.0
1,0,0,1,11,1,1,1,0,0,1,0,0,0,0,1,3,78.0,0,0.0
1,0,1,0,2,1,0,1,0,0,0,1,1,1,0,1,2,94.2,1,0.0
0,0,1,1,6,1,1,1,0,0,0,1,0,0,0,1,2,80.5,1,0.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.85,0,0.0
1,1,1,1,20,1,0,1,1,0,1,1,0,1,1,0,1,94.3,0,1.0
1,0,0,0,61,1,1,1,1,0,1,0,1,1,0,1,2,106.45,0,5.0
0,1,1,0,5,1,1,1,0,0,0,0,0,0,0,1,2,74.35,1,0.0
0,0,0,0,56,1,1,1,0,1,0,1,1,1,0,1,0,105.45,0,4.0
1,0,0,0,30,1,1,1,1,1,1,1,0,0,0,1,1,95.0,0,2.0
1,0,0,0,40,1,1,1,0,0,1,1,1,1,0,0,0,104.8,1,3.0
0,0,0,0,28,1,0,0,1,0,0,1,0,0,1,0,3,54.3,0,2.0
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,0,0.0
0,1,1,0,27,1,0,1,1,0,0,0,0,0,0,1,0,75.2,1,2.0
1,0,0,0,12,1,0,2,0,0,0,0,0,0,0,0,1,20.05,0,0.0
1,0,1,1,67,1,1,1,0,1,1,0,1,1,1,1,2,105.4,0,5.0
1,1,1,0,29,1,1,0,0,0,0,0,0,0,0,1,2,51.6,0,2.0
1,0,1,1,55,1,1,1,0,0,0,0,0,1,0,0,0,85.5,0,4.0
0,0,0,0,23,1,1,1,0,0,0,0,0,0,0,0,0,75.6,1,1.0
1,0,1,0,34,1,1,1,0,0,1,0,1,1,0,1,2,100.05,1,2.0
1,0,0,0,52,1,0,1,1,0,1,0,1,0,1,0,2,91.25,0,4.0
1,1,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,115.75,0,5.0
1,0,1,1,58,1,1,1,0,1,0,1,1,0,1,1,1,94.7,0,4.0
1,0,1,1,35,1,0,2,0,0,0,0,0,0,2,0,3,19.6,0,2.0
0,1,0,0,56,1,1,1,0,1,1,1,1,0,2,1,0,99.9,0,4.0
0,0,1,1,24,1,0,2,0,0,0,0,0,0,2,1,1,21.1,0,1.0
1,0,1,1,70,1,0,2,0,0,0,0,0,0,2,0,1,20.05,0,5.0
1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,2,79.95,0,0.0
1,1,1,1,68,1,1,1,0,0,1,1,1,1,1,1,1,107.15,0,5.0
0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2,85.0,1,0.0
1,0,0,0,12,1,1,1,0,0,1,0,1,0,0,1,2,89.55,0,0.0
0,0,1,0,63,1,1,1,0,1,0,0,0,0,0,1,0,81.55,0,5.0
0,0,1,1,33,1,0,0,1,1,1,0,0,0,1,1,3,58.45,0,2.0
0,0,1,0,69,1,0,1,0,1,0,0,1,1,1,1,1,95.65,0,5.0
0,0,1,1,60,1,0,0,0,1,1,1,1,1,2,1,0,80.6,0,4.0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,0,113.1,0,5.0
0,0,0,0,11,1,1,0,0,0,0,0,0,1,0,1,3,58.95,0,0.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.55,0,0.0
1,0,0,0,10,1,1,1,0,0,0,0,1,0,0,1,0,86.05,1,0.0
1,0,0,0,13,0,0,0,1,0,0,1,1,0,0,1,1,45.55,1,1.0
1,0,1,1,34,1,0,1,0,0,0,0,0,1,1,1,0,78.95,0,2.0
1,0,1,1,39,1,0,1,0,1,0,0,1,0,0,1,3,86.3,1,3.0
0,0,0,0,65,1,1,1,0,1,0,1,1,1,1,1,0,105.05,0,5.0
1,1,1,0,50,1,1,1,1,1,1,0,1,0,1,1,0,101.9,0,4.0
1,0,0,0,15,1,0,2,0,0,0,0,0,0,0,0,3,19.75,0,1.0
1,0,1,1,72,1,1,1,1,1,1,0,1,1,2,1,0,110.3,0,5.0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,0,115.6,0,5.0
1,0,1,1,55,1,0,2,0,0,0,0,0,0,2,0,0,19.35,0,4.0
0,0,1,1,23,1,1,2,0,0,0,0,0,0,2,1,1,25.6,0,1.0
1,0,0,0,32,1,1,1,0,1,0,0,0,0,0,1,0,80.35,1,2.0
0,0,1,1,56,1,1,0,1,0,1,0,0,1,1,1,0,68.75,0,4.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,19.9,0,0.0
1,0,0,0,38,1,0,0,1,1,0,1,1,0,1,0,3,70.6,0,3.0
1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,2,70.2,0,0.0
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,49.3,0,0.0
1,0,1,0,56,1,1,1,0,1,0,1,1,1,1,1,2,107.25,0,4.0
1,0,1,0,3,1,1,2,0,0,0,0,0,0,0,1,3,23.6,0,0.0
1,0,1,1,7,1,0,0,1,0,0,0,1,1,0,0,1,69.7,0,0.0
1,0,1,1,59,1,1,1,0,0,1,0,1,1,2,1,1,99.5,0,4.0
1,0,0,0,7,1,0,0,0,0,1,1,1,0,0,0,0,64.3,0,0.0
1,0,1,1,71,1,0,0,1,0,1,1,0,1,2,1,1,70.85,0,5.0
1,0,1,1,15,1,0,1,1,0,0,1,1,1,1,0,2,101.9,0,1.0
1,0,1,0,71,1,1,0,1,1,0,1,1,0,2,0,1,73.5,0,5.0
0,0,0,0,35,1,1,1,0,0,1,0,1,1,0,1,2,100.25,1,2.0
0,0,0,0,11,0,0,0,0,1,1,1,0,0,1,1,1,40.4,0,0.0
0,0,1,1,60,1,0,2,0,0,0,0,0,0,2,1,1,19.25,0,4.0
1,1,0,0,47,1,1,0,0,1,0,1,0,0,2,0,0,59.6,0,3.0
0,0,0,0,11,1,0,0,0,0,1,1,0,1,1,0,1,64.9,0,0.0
1,0,1,0,56,1,1,1,0,1,0,0,1,1,1,0,1,100.3,1,4.0
0,1,1,0,28,1,1,1,0,1,1,1,1,1,0,1,2,110.85,0,2.0
1,0,1,0,61,1,0,0,1,1,0,1,1,1,2,1,3,81.05,0,5.0
1,0,1,1,31,1,1,1,1,0,1,0,1,0,1,0,0,98.05,0,2.0
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,0,0.0
1,1,1,0,35,1,1,1,1,1,0,0,0,1,0,1,2,94.55,0,2.0
1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,3,19.65,0,0.0
0,0,1,1,12,1,0,2,0,0,0,0,0,0,0,0,3,19.0,1,0.0
0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,75.3,1,0.0
0,1,0,0,4,1,1,1,0,0,1,0,1,0,0,1,2,89.2,1,0.0
0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,3,19.0,0,0.0
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,3,20.0,0,0.0
0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2,85.7,1,0.0
1,0,0,0,52,1,0,0,1,1,0,0,1,0,2,1,1,63.25,0,4.0
1,0,1,1,5,1,0,2,0,0,0,0,0,0,1,0,3,20.1,0,0.0
1,0,1,0,72,1,1,1,1,1,1,0,0,1,2,1,2,99.15,0,5.0
1,0,1,1,71,1,1,0,1,1,1,1,1,1,2,0,2,90.4,0,5.0
1,0,1,0,72,1,1,1,1,0,1,1,1,1,2,1,1,111.9,0,5.0
1,0,1,1,46,1,1,2,0,0,0,0,0,0,1,0,2,24.9,0,3.0
1,0,1,1,63,1,1,0,1,1,1,0,1,1,2,0,1,83.5,0,5.0
1,0,0,0,30,1,0,1,1,1,1,0,0,0,0,1,1,84.3,0,2.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.6,0,0.0
0,0,0,0,12,1,1,0,1,0,1,1,0,0,0,1,3,61.65,1,0.0
1,0,0,0,16,0,0,0,1,1,1,1,1,0,2,0,3,54.85,0,1.0
1,0,0,0,4,1,1,0,0,0,0,1,0,1,0,0,3,65.55,0,0.0
1,0,1,0,51,1,1,1,0,1,0,0,0,1,1,1,1,90.35,0,4.0
1,0,1,0,65,1,0,2,0,0,0,0,0,0,2,1,1,20.4,0,5.0
1,0,0,0,16,1,0,1,0,0,0,1,0,0,0,1,1,74.55,0,1.0
1,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,3,19.95,0,0.0
0,0,1,1,66,1,1,1,0,0,0,0,0,0,1,1,0,74.25,0,5.0
1,0,0,0,46,1,1,1,0,1,1,1,1,1,2,0,2,108.65,0,3.0
0,0,0,0,32,1,1,1,1,0,1,1,1,1,1,1,0,109.55,0,2.0
1,0,1,0,72,1,1,0,1,0,1,1,1,1,2,0,1,86.65,0,5.0
1,0,1,1,38,1,0,0,1,0,1,1,1,1,2,0,1,81.0,0,3.0
1,0,0,1,51,1,0,0,0,0,0,1,0,0,1,0,1,47.85,0,4.0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,0,0,114.55,0,5.0
0,1,1,0,65,1,1,1,1,0,1,0,1,1,0,0,0,105.25,1,5.0
1,0,1,1,9,0,0,0,0,1,0,0,0,0,0,1,2,29.95,1,0.0
0,0,1,1,9,1,0,0,1,1,1,1,0,0,0,0,3,65.0,1,0.0
1,0,0,1,66,1,0,2,0,0,0,0,0,0,2,0,3,20.55,0,5.0
0,1,0,0,44,1,1,1,1,1,1,0,1,1,1,1,1,109.8,0,3.0
1,0,0,0,50,1,1,0,0,0,1,1,0,1,2,0,0,69.5,0,4.0
0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,3,48.85,0,1.0
1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,25.25,0,0.0
0,1,0,0,66,1,1,1,0,0,1,1,1,1,1,1,1,102.85,0,5.0
0,0,0,0,57,1,1,1,1,1,0,1,0,0,0,1,0,87.55,0,4.0
0,0,0,0,7,1,1,1,0,1,0,0,0,0,0,1,0,78.55,0,0.0
1,1,1,1,10,0,0,0,0,0,0,0,0,1,0,1,0,34.55,0,0.0
0,0,0,0,62,1,1,1,1,1,1,0,0,0,1,1,2,92.05,0,5.0
1,0,1,1,40,1,0,1,0,0,1,0,1,0,1,1,2,85.05,0,3.0
0,0,0,0,20,1,0,2,0,0,0,0,0,0,2,0,3,19.7,0,1.0
0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,20.0,1,0.0
0,0,1,0,25,1,0,1,0,0,0,1,1,1,0,1,2,95.15,0,2.0
1,0,1,0,23,1,1,1,0,1,1,0,0,0,0,0,2,84.25,0,1.0
